n,p,k,temperature,humidity,ph,soil_quality
32,40,33,17.0348522,84.28840024,5.784572962,Poor
105,84,49,17.8673473,42.69138587,6.481305395,Good
38,93,86,24.4231491,80.1778664,6.390612179,Poor
53,45,61,33.59394405,37.87127399,6.992205278,Medium
97,63,48,35.82295695,43.72213107,7.790146604,Medium
87,63,77,15.36560108,63.68494117,7.55242632,Medium
131,26,70,23.22526443,48.39488933,7.524868692,Poor
136,84,85,25.60654659,32.50264744,6.985128804,Medium
71,39,90,37.77832027,47.6923285,6.122399082,Good
129,31,74,27.53516394,84.29221132,6.383397017,Medium
46,52,71,21.74251913,40.45338972,6.0752809,Good
48,36,90,24.75117663,75.82505279,5.810693223,Medium
130,46,11,25.91086104,73.33692036,6.502871864,Medium
47,55,15,31.74989684,36.37348896,7.56433062,Poor
54,44,84,16.02719457,49.76657788,7.210834531,Good
27,13,52,24.73629158,41.36137735,7.765127161,Poor
35,89,91,31.16386592,31.38901087,5.948079422,Poor
125,89,49,22.08305788,40.38244051,6.651251328,Medium
55,94,98,29.79377517,42.0946765,7.324006027,Medium
49,35,48,23.93197325,39.95881484,6.559060753,Medium
37,28,37,33.96802169,35.46583257,6.316625072,Poor
21,90,89,16.51494241,61.57830793,7.376539672,Medium
68,54,72,37.94904952,49.3583425,6.489708499,Good
96,35,73,19.2903137,84.49496168,7.599825025,Medium
23,31,21,18.96367717,41.23280808,6.117323219,Medium
109,67,50,36.01607362,66.17175781,7.561843636,Medium
108,72,38,36.73207308,84.03722306,6.140459935,Medium
113,37,32,17.32433284,32.83137906,6.165997921,Medium
94,74,94,37.7179732,60.97664826,6.467343825,Medium
26,53,89,21.83244667,57.04012875,6.686367268,Medium
114,52,60,30.46554214,85.72671648,6.461917706,Medium
127,46,54,16.71483726,69.82588637,7.482942908,Medium
93,75,99,24.51652753,50.9496846,7.32980891,Medium
58,26,31,26.26811523,72.69127311,6.212686011,Medium
32,49,19,29.99566423,64.95924124,6.676495733,Medium
50,47,16,28.13179929,50.83019388,6.491368731,Medium
90,94,82,26.53732404,77.11492067,5.628961744,Medium
82,70,98,38.99100529,70.09018559,7.220738019,Medium
75,18,24,19.62556942,30.3249779,5.917833208,Poor
132,86,86,18.94985577,81.90807636,7.648525968,Poor
61,84,55,32.83547652,53.82551293,6.41489032,Good
80,70,99,16.86379712,68.72685604,6.931193377,Medium
61,89,94,27.0722864,53.80609926,7.382088482,Medium
75,25,96,27.10132798,82.88172265,5.914682487,Poor
55,11,70,22.75063327,69.05012677,6.744613609,Medium
103,81,70,38.26109354,64.76317255,6.046065527,Good
87,52,60,22.06358588,88.81588501,6.672242731,Medium
137,51,47,22.21104881,46.8384312,6.832702839,Medium
26,86,21,20.85749911,33.91525744,5.88902453,Poor
73,66,97,18.64470088,60.96062597,6.835882729,Medium
20,90,86,24.10027638,55.44107003,6.546288414,Medium
63,97,75,32.0221815,57.25740294,6.700599177,Medium
139,76,63,33.55407157,67.2062903,7.581424143,Medium
64,39,48,35.33547291,66.9072982,6.612747196,Good
125,22,85,19.93859721,53.5358576,6.595141639,Medium
66,28,48,15.89081721,81.77262144,6.581916799,Medium
32,16,87,39.36714646,69.08751057,6.933142155,Medium
138,18,39,15.35831298,83.39470075,6.345289825,Poor
41,92,57,39.01697095,84.78923431,7.343128222,Medium
137,63,92,35.72036047,40.03872455,6.157915261,Medium
40,95,40,37.80186903,70.83371243,6.188956262,Medium
105,91,34,24.67964282,49.05071183,6.854125551,Medium
111,70,77,19.93004997,80.18574327,6.0977455,Medium
28,96,60,30.16159213,73.97109478,5.706876252,Poor
45,11,22,33.53127927,41.92486125,5.972846742,Poor
28,59,72,18.27152666,86.32384599,7.601411969,Poor
34,84,51,34.94053787,71.00874042,5.524611357,Medium
29,40,63,20.214833,86.91798619,5.806961185,Poor
107,42,76,27.29193232,42.11467033,7.243491161,Good
61,87,89,36.41206125,82.18230566,7.753679935,Medium
91,89,99,19.83561278,70.08436922,7.08282618,Medium
43,20,65,21.0471162,63.13719563,7.62136932,Medium
99,42,28,16.56927891,79.23077399,7.46704224,Medium
68,16,55,18.66535279,67.97183321,6.603931349,Medium
45,40,24,18.66314549,70.17600963,6.267103464,Medium
110,57,41,20.08568755,45.22023506,6.954147087,Good
56,56,58,22.15500993,79.02322132,6.727172845,Good
87,87,30,35.37458411,69.01816214,5.559407435,Medium
69,62,74,37.8940966,80.66335072,7.701783491,Medium
43,89,79,25.15701523,51.09161793,6.811568941,Good
38,28,36,18.2052238,49.90260734,7.511331121,Poor
119,90,32,20.59524813,31.43417788,7.189649393,Medium
79,99,56,33.40514942,76.11631961,6.283915885,Medium
58,15,21,31.93563798,49.81886323,7.572663382,Poor
93,58,94,39.18018254,49.63273858,7.317971412,Medium
108,82,75,15.36221701,71.32107093,6.488520742,Good
37,59,14,33.76896901,45.17213861,7.43309997,Medium
38,90,18,27.64484001,84.5412292,6.124570365,Poor
55,21,29,37.56732445,62.28395948,7.042572001,Medium
93,32,91,29.40416685,88.16863416,5.763538021,Poor
116,63,72,26.16669311,34.60013068,7.491265791,Medium
74,78,95,31.64626524,50.20952206,7.177695134,Medium
133,68,81,35.83808605,52.8882206,5.850906012,Medium
88,45,82,22.06246375,73.8252432,5.549069592,Medium
66,12,80,17.68817609,42.77773548,6.396696112,Medium
68,67,39,25.82545296,52.5207512,7.053126958,Good
118,97,91,20.36299682,84.63855264,6.151239035,Poor
127,64,25,25.73852938,36.87305302,7.738486932,Poor
117,66,94,39.77620432,74.71944004,7.649767193,Medium
52,26,14,29.35305234,72.1491067,6.875263068,Medium
138,48,38,32.34000557,37.8303046,6.225877867,Medium
40,99,56,31.94821056,71.30944124,7.561419279,Medium
100,77,31,35.51752091,64.18702736,7.347982934,Good
41,64,87,38.60321498,47.25134023,5.698155011,Medium
67,54,66,31.47045246,48.6684717,6.595542508,Good
56,85,92,26.90236612,79.97953652,7.756794259,Medium
34,10,44,22.94577366,43.86089918,6.543982361,Medium
54,30,97,24.0068575,60.76683177,7.645689481,Medium
111,92,69,23.3620152,70.86898424,7.74776549,Medium
90,30,79,23.11163728,37.79410166,6.39092627,Medium
51,61,69,32.36562511,85.94123227,7.718484497,Medium
30,91,67,29.69272575,45.6380589,5.817263234,Poor
29,52,12,20.04987612,49.13009538,5.868274722,Poor
92,61,43,39.24065048,69.96694429,6.136049842,Good
97,76,54,25.69313788,34.69149883,6.575379229,Medium
96,53,59,29.15216003,67.6567614,5.916356983,Medium
76,41,11,32.56502417,84.96179761,6.282408718,Medium
44,19,24,30.34193442,44.94543332,5.738402143,Poor
21,73,46,22.77629423,51.71446361,6.48901866,Medium
83,88,24,34.94266434,43.94003745,7.403200513,Medium
54,78,69,17.75384099,79.12612493,6.868623138,Good
26,77,94,29.22489587,40.05646941,7.363366005,Medium
104,37,73,21.83293058,50.79769413,5.812139199,Medium
37,62,90,30.39405919,66.06130929,6.418702318,Medium
86,60,61,20.44983703,54.27326596,5.590443382,Medium
61,62,32,34.30499138,33.92815887,6.350951808,Medium
137,13,46,20.68840828,86.86324006,6.913344792,Poor
58,88,50,37.25980337,50.27402651,6.808399168,Good
60,26,66,36.53887262,56.73907277,5.638742236,Medium
132,76,34,24.0598363,40.05272011,5.642736736,Medium
94,83,46,24.64550722,81.92101434,6.201655199,Medium
122,56,49,32.53758644,47.48572727,7.274218091,Medium
43,65,94,17.25933845,31.1893826,5.547326504,Poor
79,32,55,17.0229853,48.98415496,6.916632686,Good
65,27,69,18.40810492,89.04358107,5.922513977,Poor
38,10,28,29.06188339,38.81057237,7.671927358,Poor
87,44,18,18.72505762,31.87214928,6.489495371,Medium
109,73,78,21.94043204,64.69053541,5.610133018,Medium
121,67,14,31.17278519,52.29999279,7.141368505,Medium
61,68,98,15.39059445,77.69851795,6.614601708,Medium
51,10,35,19.5059152,73.91326583,7.526852871,Medium
58,12,28,38.24826657,41.12514169,6.999197745,Medium
128,76,39,31.58944059,63.87793831,7.092809021,Medium
129,46,57,22.63877786,31.94616045,7.264697672,Medium
55,92,25,16.1325856,56.36869369,6.466815062,Medium
123,38,80,29.65122021,72.84319332,7.322858538,Medium
120,98,27,20.57165775,54.89752753,5.616432831,Poor
116,42,65,39.00438597,37.07724887,7.260713031,Medium
55,70,30,32.17402387,33.69201522,6.963508026,Medium
22,99,40,39.35309716,81.21956699,6.803329595,Poor
92,13,10,36.22247244,83.4796176,6.231746424,Poor
27,23,12,27.07568538,50.58554887,5.762458999,Poor
116,42,34,31.73907869,39.85033948,6.98856188,Medium
89,31,17,35.30267989,88.71697279,6.584843148,Medium
60,57,74,29.45446204,62.75182822,6.001043165,Good
122,12,71,16.53718752,58.59930262,5.599743393,Poor
87,96,16,26.76115785,74.49646484,6.739159885,Medium
32,94,16,18.26433327,40.13216037,5.790481495,Poor
68,32,17,32.87116938,64.7993834,7.63766459,Medium
79,77,28,32.01572289,83.40974138,5.846453275,Poor
21,30,26,39.8227048,31.38410916,5.573658411,Poor
79,52,20,30.72024504,70.37638241,6.102709282,Medium
24,94,58,35.00344856,63.08543735,5.90240021,Poor
63,35,20,21.70719627,87.04804707,7.319847918,Medium
46,50,50,23.50060338,45.5219106,6.165487994,Good
51,47,71,37.92560631,81.53349852,6.064053281,Medium
40,97,61,33.87980649,48.53914211,7.788059339,Medium
27,20,75,31.38172937,55.79181456,5.84514212,Poor
121,38,77,21.35069231,42.79725389,5.695496636,Medium
91,69,84,32.46444822,81.81546095,6.202935443,Medium
69,76,76,37.16909113,41.72457964,6.431707743,Good
86,74,49,20.76994137,81.5407796,7.248975609,Medium
137,70,14,32.6530987,57.33680295,7.697521013,Poor
63,28,94,24.84234883,80.10512963,7.256457418,Poor
77,55,31,17.96918532,45.86931355,7.171268481,Good
22,58,46,34.08651691,37.96380848,7.780330179,Poor
105,31,20,19.17841973,63.2976759,7.2603366,Medium
89,87,53,21.32240684,60.56622402,5.820926324,Medium
21,66,95,34.57355102,51.39644268,6.561518398,Medium
106,23,62,33.55331964,69.76928511,6.658060626,Medium
63,53,86,21.35457665,35.70856973,6.201063735,Medium
21,25,70,38.52411536,67.32006449,5.877833479,Poor
121,86,76,20.38213063,42.70536561,7.137003214,Medium
100,21,22,39.84055537,37.73727336,6.138237712,Poor
54,64,20,33.4474968,84.57649081,6.936706349,Medium
117,60,20,24.81269226,57.58774567,6.241956408,Medium
106,48,94,18.25873017,75.8050123,6.66434356,Medium
49,42,94,23.01274888,35.34701571,6.275221448,Medium
135,42,16,19.84346279,33.44789268,6.447044508,Poor
27,38,26,30.54598966,59.69113278,7.183752995,Medium
41,78,57,23.92137883,48.93306909,7.532797286,Medium
63,79,23,22.37518153,30.29443755,6.670115179,Medium
77,40,72,33.92832979,40.99767869,6.903577442,Good
55,89,73,20.76498587,43.12653093,7.488142597,Good
88,40,84,29.67223294,47.31038127,5.829411523,Medium
96,98,86,19.86490232,82.65213462,5.873055363,Poor
112,55,74,32.86996519,55.23615187,6.326244995,Good
50,86,43,30.62803709,70.76594343,6.210857045,Good
66,61,18,34.95383788,31.10376556,7.768659501,Poor
74,19,86,16.71242687,78.83554067,6.797411542,Medium
99,97,46,20.25263624,44.41973665,6.704985244,Medium
125,83,39,18.86150901,48.54235973,6.831052871,Medium
81,50,50,19.76403101,32.71538592,7.512855063,Medium
49,86,54,17.57535198,54.58157436,6.060159868,Good
74,12,56,29.05204754,81.15460636,6.675224742,Medium
35,68,16,29.83578518,52.72405549,6.123215343,Medium
31,61,23,36.08724389,84.51631625,7.295325515,Poor
36,43,57,25.44345441,82.04685619,7.287365086,Medium
35,58,15,28.30961783,33.71765658,7.702088353,Poor
31,37,43,39.78260149,48.31631663,6.527690738,Medium
27,92,89,28.29612708,84.62503845,5.86489742,Poor
103,96,55,29.33940219,31.78853655,7.56174505,Poor
22,22,68,39.89793537,75.94849708,7.548386021,Poor
35,78,79,39.85323454,84.38567875,6.039739943,Medium
49,76,17,25.60076114,76.2294839,6.135420578,Medium
128,70,33,30.87367074,74.62885902,6.220852447,Medium
42,69,76,27.0200627,80.60134654,6.539025171,Medium
111,80,13,33.01788629,69.94737366,7.406799319,Medium
134,33,10,38.45966303,55.38577133,5.832050748,Poor
123,72,43,22.74148271,33.76533308,7.110899148,Medium
137,95,18,35.47187926,77.2780467,6.311440503,Poor
24,70,72,31.37122332,84.31521834,5.950025266,Poor
103,32,85,22.00462003,60.69518769,6.278408481,Good
123,39,19,34.93249145,61.95062847,6.726534665,Medium
139,69,19,25.67832548,54.19721905,7.619252266,Poor
127,27,59,18.00992939,81.41295665,6.945017835,Poor
84,65,53,39.83540893,30.88819824,6.896286598,Medium
49,62,57,25.64115832,67.47291298,5.750104385,Medium
40,16,96,28.53881368,84.44478587,5.683542236,Poor
103,78,15,35.19904327,36.19333953,5.797766273,Poor
89,81,97,39.02190338,87.54987224,5.719754972,Poor
41,88,33,36.82219625,88.06068984,6.825638201,Medium
101,61,94,28.1263302,85.78733791,6.541015074,Medium
91,13,67,28.64240189,57.75276576,5.511481871,Medium
122,43,73,22.02217342,52.97820018,6.307453301,Medium
51,78,65,26.57007195,72.35686419,5.792937549,Medium
52,42,91,38.67097205,49.12141308,7.772674846,Medium
136,78,21,33.1735236,34.10064919,6.558362386,Poor
35,47,44,15.29692477,84.0853298,6.480091269,Medium
95,35,80,17.91266955,68.0913636,6.981600963,Good
57,10,98,38.09528175,42.4292699,6.321315058,Medium
135,13,15,36.21798322,31.10451368,7.145683644,Poor
117,48,74,27.15411164,73.41095802,7.581025703,Medium
33,63,89,30.42445702,81.16799537,6.647463759,Medium
55,99,69,22.24115026,54.33885454,6.380722949,Medium
116,42,77,34.8207688,34.85389265,6.700362741,Medium
42,42,38,30.08293617,68.91727426,6.888171199,Good
133,81,47,32.37064264,47.81574313,7.449715992,Medium
128,29,31,24.37274595,38.6368035,6.407302738,Poor
85,25,17,25.76095016,60.62379331,5.618292383,Poor
124,30,72,20.19205207,58.91062349,6.950687794,Medium
104,54,22,38.70131357,61.00622454,7.769819927,Medium
21,99,36,38.66392551,79.43593941,7.464744478,Medium
110,96,27,35.44378118,59.07275295,7.243988755,Medium
92,91,27,38.38887798,84.03243478,5.90595457,Poor
84,71,86,31.63320131,80.50863718,7.221824204,Medium
94,40,95,20.86629673,69.06695696,5.687396177,Medium
86,51,71,34.00526305,33.41111146,6.636011335,Medium
71,21,23,23.13190523,81.89666337,6.353069426,Poor
81,74,20,26.01204223,84.33432177,7.582158565,Poor
42,82,95,21.8587541,52.50282807,5.867622223,Medium
45,12,26,25.59054794,61.56910558,7.314435508,Medium
87,99,60,31.98293414,46.86124024,5.611577374,Medium
101,18,23,17.76526403,30.88298004,7.114035949,Poor
74,60,66,17.63017322,58.76706368,6.175689875,Good
25,25,15,32.0942503,37.7615384,7.744600873,Poor
54,97,66,34.48952917,40.99948261,7.045009912,Medium
41,87,13,28.78666712,58.8426487,6.210482607,Medium
62,12,20,19.54102535,82.02230046,6.041698356,Poor
34,33,83,25.76892121,80.67796031,6.970410187,Medium
105,82,20,33.95438806,87.90410529,6.127280023,Medium
79,22,88,32.14332754,58.96083711,5.929652311,Medium
120,11,17,17.74663695,63.12053458,6.989640323,Medium
135,80,93,39.22867952,79.32697406,7.165860203,Medium
125,30,68,20.58409702,71.98040462,6.047465106,Medium
31,28,30,20.50973761,40.96932641,6.732506673,Medium
130,98,74,26.49643119,53.89048513,7.026347964,Medium
68,56,33,23.18107823,85.74955752,7.666408437,Medium
61,31,39,39.59964972,38.7676286,7.347896576,Medium
57,84,93,16.91224433,42.56138244,6.467874156,Medium
101,42,66,22.66097977,54.03960252,7.442136891,Good
64,41,89,24.56805401,86.39244797,6.51589617,Medium
54,73,82,27.33647484,36.8290885,5.799291301,Medium
49,94,26,15.41016072,70.376542,6.284531037,Medium
107,48,68,17.0590533,37.92735143,7.350865224,Medium
125,93,40,21.44524107,61.47006214,7.698350987,Poor
49,81,73,28.85005204,62.19381079,7.762242636,Medium
97,51,57,34.19428925,32.55756639,6.969918482,Medium
25,18,32,32.16238372,87.24706745,6.600186502,Poor
86,34,79,29.17562282,78.39735781,5.872731247,Medium
99,98,39,24.93082099,48.17125209,5.735805907,Medium
26,11,64,36.76736256,37.83745751,6.692555073,Poor
71,28,16,26.49431358,50.73760278,7.173891896,Medium
33,29,84,22.48132014,83.65659277,6.245020745,Poor
92,79,21,30.73337787,37.96101581,7.051756474,Medium
34,26,69,32.30287491,50.9590259,6.812863918,Medium
40,98,61,24.96175612,59.65826548,7.663722382,Medium
54,77,36,15.70358203,31.97305901,5.981980942,Medium
85,93,21,17.35328751,46.08202276,6.859434473,Medium
110,12,22,36.1399723,65.73803361,6.451732885,Medium
21,96,81,16.41369803,49.43787487,6.101623764,Medium
54,60,89,29.80049168,82.23152642,6.321772278,Medium
101,91,71,19.59273464,86.20592512,6.177430396,Medium
97,35,38,20.72315728,56.49257193,6.713591792,Good
39,65,44,21.83334899,61.92122852,6.783524903,Medium
101,73,69,15.95728465,67.8484961,7.490742155,Good
29,17,38,19.43088185,69.87209797,7.297003368,Medium
44,90,40,31.26249961,33.79547666,6.195785024,Medium
85,46,86,27.46792841,33.22076582,7.642048157,Medium
44,36,85,34.93322714,81.93526045,7.497211378,Medium
73,54,70,16.53105266,43.19232281,6.939484815,Good
52,13,11,37.22245741,65.04633018,5.542845625,Poor
55,95,42,39.9099633,67.48030887,5.98101422,Medium
114,99,81,15.39349931,39.86785664,7.31543428,Medium
33,97,71,39.19100164,75.69579761,6.543649835,Medium
84,46,68,20.89656782,81.9567371,5.789686191,Medium
129,80,49,32.31357846,47.12266088,6.438997243,Medium
99,42,58,22.31208608,82.67041086,5.987377185,Medium
73,40,41,28.04532197,34.86223013,7.552905013,Medium
129,64,47,27.76046275,78.02783557,7.54529433,Medium
71,21,88,24.02763699,68.40666966,6.390243019,Medium
22,20,96,32.93866921,64.98664736,5.816005053,Poor
118,97,97,29.99091205,43.80796469,6.325311838,Medium
60,81,22,27.7069251,51.71050817,5.796101919,Medium
25,41,94,39.5709828,84.61826306,6.199305788,Poor
44,66,63,38.50023315,57.94446519,7.273717532,Good
32,47,85,38.88589614,65.66280506,6.171476809,Medium
136,69,22,37.033099,86.15109197,6.751664465,Poor
117,95,48,21.37888347,57.98930642,5.773408755,Medium
27,28,32,23.74940077,53.2961543,6.299538517,Medium
40,93,23,20.77636549,83.59212666,5.591166635,Poor
117,65,26,39.65442218,84.65327727,6.760787001,Medium
87,23,33,18.81654674,51.27829556,6.299533328,Medium
44,42,67,24.16279389,65.51938095,7.505609,Medium
98,19,72,19.97611062,87.82366637,6.402870981,Medium
87,89,43,20.5863453,33.32824171,6.782882775,Medium
64,73,60,21.17719712,32.38814517,7.746281494,Medium
79,73,95,30.99176689,60.99483053,6.978223642,Medium
31,71,19,16.90123425,47.47440862,6.651085588,Medium
51,77,81,29.31324684,64.9109931,5.725686878,Medium
115,52,30,35.48215591,73.45772118,7.388217869,Good
111,89,46,34.16309442,34.14446025,6.977481679,Medium
32,68,16,18.77929246,82.94204855,5.749605925,Poor
50,61,99,37.86829337,46.61322007,6.065039047,Medium
97,28,22,34.25225954,52.88084893,6.736589161,Medium
39,30,89,15.13256277,50.22220512,5.603643597,Medium
37,31,39,33.43434084,80.39009149,7.152113222,Medium
112,18,40,33.43554197,40.23913201,6.023925842,Medium
79,18,14,27.42040201,31.7203931,6.626334321,Poor
82,82,41,16.1495604,88.3080967,6.055779841,Medium
25,36,25,29.49764846,88.83794851,6.625129875,Poor
51,26,82,34.143669,45.46156979,5.936261713,Medium
112,53,31,21.77185138,30.56115811,6.866017378,Medium
62,54,73,31.67670546,68.75502613,7.593935473,Medium
21,17,53,23.84815488,68.90779697,7.356872676,Medium
79,89,49,29.34637082,86.42140287,6.055497757,Medium
42,27,46,24.61414374,47.90823064,6.645651817,Medium
102,42,87,22.59403665,41.37025067,6.473149364,Good
50,10,25,36.39786189,66.98294083,7.720592775,Poor
134,85,52,33.84595648,63.82026393,7.337288593,Medium
24,15,93,23.63622835,73.06420762,5.747085926,Poor
102,50,72,25.86579104,83.1076442,5.887670522,Medium
53,64,24,32.29258545,63.58471125,7.114665307,Medium
29,14,53,35.27696951,39.00451559,5.867673804,Poor
108,68,99,32.10853157,65.8877366,7.686077664,Medium
21,89,18,28.52328952,52.44609405,7.783777754,Poor
30,27,74,38.8596458,57.16410172,7.290252992,Medium
69,58,53,34.35359049,87.56906345,5.56164055,Medium
50,91,29,17.88979651,63.29682325,6.610271588,Medium
75,74,79,28.95347747,38.97882953,6.433982871,Medium
98,92,83,25.23891603,56.58951643,7.338931976,Medium
92,63,42,34.87339092,43.70583016,6.160119154,Good
106,70,89,16.11657585,38.12894966,6.388089899,Medium
102,17,15,25.26808925,72.73404674,5.715053095,Poor
28,12,92,22.95690788,67.71414415,6.288062999,Poor
118,34,40,18.52964961,59.86733199,7.739863844,Medium
40,78,75,24.47010288,55.39429775,7.666944664,Medium
92,64,27,31.82000695,49.33306385,7.225596174,Medium
47,49,37,24.04194713,35.28052273,7.586706408,Medium
81,92,77,29.50016438,47.95617885,5.985692166,Medium
129,91,74,29.8202949,80.30367738,6.930213298,Poor
134,59,89,29.67777818,77.02052368,6.649936148,Medium
26,42,54,28.2382971,88.33906344,6.472187093,Medium
99,27,67,17.92470589,69.36402673,6.247120815,Medium
35,66,56,20.46139819,63.21838545,7.492535062,Medium
116,25,75,35.00167691,47.76266899,6.614361935,Medium
23,89,61,27.55913722,34.61161455,7.165277026,Medium
23,47,45,32.6519079,67.08110031,7.123685561,Medium
122,50,10,29.24772701,59.2897315,5.812963569,Poor
59,16,48,15.96725636,75.5444708,5.612552107,Medium
36,87,96,34.90534423,54.7114757,7.431915299,Medium
120,62,99,16.60810486,89.13308147,6.627736087,Medium
122,72,84,38.57935128,53.85672329,7.363196723,Medium
71,98,10,20.38442304,49.98429809,6.18325007,Medium
112,41,84,27.81015359,82.25918261,7.482213534,Medium
71,47,97,16.58970106,53.73038538,7.410887115,Medium
55,31,83,37.37330947,82.25383915,6.377844284,Medium
57,25,23,39.49850636,31.64125714,6.446905542,Poor
122,61,87,18.65731257,71.55559866,6.307052519,Medium
69,38,80,22.39466356,34.31117241,5.580091918,Medium
82,25,32,15.39686054,38.89394779,7.08161936,Medium
120,85,52,34.6741373,72.00450119,6.127284863,Good
135,26,31,22.78660832,47.38340047,7.533231607,Poor
82,73,69,29.72093673,42.62600408,7.56396744,Medium
81,98,36,15.98046253,78.09156826,7.161932174,Medium
118,22,65,32.88650667,86.77481185,5.917597175,Poor
26,81,11,28.23509908,43.94283891,5.705372733,Poor
46,65,48,33.12450615,49.03175737,7.37782717,Good
111,14,60,34.73910783,72.84439836,7.55405205,Medium
105,21,28,17.23107165,78.91757223,6.309689987,Medium
33,50,71,29.45230302,89.94973802,6.311798648,Medium
90,12,80,31.24860085,46.4022434,6.397634587,Medium
120,42,85,27.91796885,63.39711533,7.403531306,Good
105,95,76,19.56023496,38.04113649,7.126265502,Medium
24,59,72,34.8899321,49.85040631,5.780545568,Medium
74,65,14,39.93645822,32.69811427,6.959788317,Medium
21,18,81,39.23175631,42.65031257,5.522488618,Poor
81,91,87,34.43823912,60.39269861,7.133888272,Medium
110,59,70,25.45269307,39.82554737,7.25865433,Medium
40,38,80,23.43251245,83.36299861,7.374381365,Medium
137,48,16,16.71364498,72.61854069,6.93897803,Medium
121,54,59,25.40715759,31.66416015,5.91535264,Poor
98,26,55,18.90121494,82.60209334,7.325617595,Medium
40,65,81,21.35836784,88.63925965,7.569518286,Medium
29,55,85,37.29716933,60.11169419,6.957731129,Medium
106,76,83,39.21314079,48.87664065,6.13277111,Good
77,78,23,38.71397501,45.80786696,5.91252966,Medium
139,23,82,19.83389215,35.24516965,6.03236495,Poor
58,76,78,37.52235521,59.49656268,5.538879784,Medium
24,32,74,18.53763252,33.00840133,5.523387759,Poor
84,70,74,27.6915052,60.23023148,6.183188368,Good
32,32,66,31.09158418,45.15290644,7.622807343,Medium
104,36,71,26.56167183,58.58591733,6.929053149,Good
109,63,29,38.79593589,55.10304758,6.388046236,Medium
133,19,84,23.33031808,48.30685512,5.524949394,Poor
128,98,35,28.18444158,56.91829437,7.77631035,Poor
104,86,53,16.88624839,58.44203335,6.548442092,Good
72,25,76,36.3056145,80.02150569,7.780456517,Poor
101,50,79,25.3340849,69.94700061,7.156321897,Good
120,64,71,32.51330289,55.98939586,5.617849358,Medium
64,70,54,32.05614078,84.31451625,7.475758972,Medium
51,95,20,31.90657232,75.34444659,6.719918608,Medium
55,90,81,27.67345697,34.54301383,6.541275339,Medium
100,96,83,21.93796976,39.22474976,7.243058913,Medium
118,58,43,30.62736396,34.90007302,7.282042145,Medium
132,82,97,39.0447876,49.13180159,7.331788424,Medium
79,61,55,35.8487314,56.13879725,7.249233616,Good
30,11,90,17.71920579,60.25475537,6.97492112,Medium
82,59,41,15.57968504,81.08473192,7.053931325,Medium
40,95,84,27.47428392,31.07737715,7.474739948,Medium
71,52,97,34.39573379,55.69730434,7.088243433,Medium
74,86,14,22.84756383,54.65990242,5.733122249,Medium
136,17,72,32.53095695,86.8485562,6.984651444,Poor
45,68,38,38.29803161,44.46221506,5.890985689,Medium
87,74,57,26.47461267,37.34434871,5.532781814,Medium
53,90,25,21.10399141,38.53561273,5.992583461,Poor
71,21,34,37.94394655,61.20856344,5.855131462,Medium
131,13,81,26.8065991,53.45422821,5.734820191,Poor
101,86,38,25.19598267,75.2485217,5.994469582,Medium
123,50,61,23.83403929,49.39094233,6.796209481,Medium
118,16,55,25.57542381,37.67770512,5.848380547,Poor
124,96,34,31.84144635,53.21254738,6.142708037,Medium
112,97,32,25.84299068,82.98213704,7.454061853,Medium
71,78,43,23.10559721,54.33159321,7.542517931,Medium
48,78,76,33.59094164,80.01766335,6.266094044,Medium
57,90,43,20.07428568,52.29180515,7.567587532,Medium
61,39,41,20.04834312,46.88313743,6.847173871,Good
40,82,38,32.41088841,76.49176379,6.02064733,Good
61,15,18,36.66766325,42.55407166,7.234874832,Medium
32,98,75,21.03027099,43.90984237,7.620816533,Poor
132,28,66,19.77812437,32.98877028,7.016242403,Poor
124,89,48,31.75764703,41.27074268,5.963060676,Medium
83,94,16,30.52006304,52.72892362,5.697524176,Poor
36,75,78,26.18130866,53.97436192,6.027647533,Medium
139,19,17,17.396516,55.23768522,6.278569562,Poor
28,25,27,17.29463577,58.78157677,6.267591199,Poor
60,46,91,34.43354473,64.31463695,6.646655646,Medium
20,88,58,26.29422793,41.36574148,6.661889197,Medium
21,86,25,36.44917728,66.83665098,6.584295007,Medium
79,86,30,29.36834129,50.19327525,6.290794915,Good
67,41,19,30.46845353,74.04064411,5.74571009,Medium
48,56,13,38.35486105,63.43226701,6.46213207,Medium
116,81,53,19.11539735,63.25611761,7.767248788,Medium
29,52,17,28.57560573,71.12921932,7.003912208,Medium
133,91,64,16.453465,49.98113946,6.511487899,Medium
77,45,28,23.9731262,55.75397643,5.692028445,Medium
79,35,73,18.7024625,64.97387211,5.990472054,Medium
123,19,49,19.69589906,55.29333723,6.821688776,Medium
40,40,60,38.369868,56.65544847,6.645109845,Good
47,38,18,30.26706321,46.34922437,5.544148644,Medium
94,14,39,37.30395333,47.24310158,5.698342413,Medium
138,86,65,26.08800461,71.93744442,6.318819737,Medium
53,10,90,29.94108367,30.25686852,5.823899301,Poor
27,96,53,15.8023628,35.71742533,7.703038162,Poor
78,12,68,26.73755581,86.92859337,5.578470698,Poor
105,76,24,29.10141683,41.22108491,7.740313557,Medium
91,80,77,15.41944286,55.08725351,7.010073557,Good
68,44,79,34.73722942,80.98110817,6.436623765,Medium
98,24,70,22.38557461,30.00614235,6.740694856,Medium
36,76,89,26.31217687,85.51075137,6.443286838,Medium
79,39,99,28.39075713,33.20931743,6.818377538,Medium
